时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
35486.295,182,346.86,24.13,5.3,160
35486.305,3851,348.21,0.34,1.2,160
35486.305,4713,347.5,1.45,-7.2,160
35486.305,3890,347.88,1.28,4.8,160
35486.305,1603,347.53,4.75,6,160
35486.326,4491,350.05,3.06,9.6,160
35486.326,2514,350.06,5.12,8.4,160
35486.326,2259,350.76,5.09,8.4,160
35486.347,4424,353.26,-0.23,-1.2,160
35486.347,1853,352.55,-0.76,2.4,160
35486.347,1100,352.55,-0.04,9.6,160
35486.347,2760,353.04,2.73,6,160
35486.347,2784,352.57,5.34,8.4,160
35486.347,2941,353.29,4,-8.4,160
35486.358,2355,354.42,11.43,10.6,160
35486.358,1293,354.29,16.89,8.8,160
35486.367,2193,355.1,3.66,6,160
35486.367,2571,355.43,3.72,9.6,160
35486.379,1195,356.7,11.17,7,160
35486.389,2214,358.32,0.71,-2.4,160
35486.389,3212,358.32,3.64,10.8,160
35486.389,2725,357.62,3.03,7.2,160
35486.41,2234,0.53,1.5,1.2,160
35486.41,1933,0.15,5.12,6,160
35486.431,2282,3.35,3.74,1.2,160
35486.442,1851,4,15.31,8.8,160
35486.452,3335,5.19,6.34,9.6,160
35486.462,592,6.55,22.3,5.3,160
35486.462,253,6.55,28.5,3.5,160
35486.504,1495,11.58,13.15,8.8,160
35486.536,4397,15.3,4.74,8.4,160
35486.536,1721,15.64,6.42,6,160
35486.547,3189,15.31,8.61,10.8,160
35486.547,711,16.01,8.47,3.6,160
35486.547,1402,16.66,9.97,5.3,160
35486.568,2540,17.84,7.82,8.4,160
35486.568,1050,19.21,26.79,7,160
35486.578,1424,20.67,5.24,3.6,160
35486.578,1695,21.07,6.64,4.8,160
35486.619,3764,25.78,6.56,9.6,160
35486.631,1155,26.8,17.34,5.3,160
35486.641,599,28.64,2.29,-1.2,160
35486.641,3322,27.96,3.92,2.4,160
35486.651,163,29.34,29.76,1.7,160
35486.662,2565,30.48,5.81,6,160
35486.673,102,32.04,13.45,-1.7,160
35486.714,150,37.39,10.07,3.5,160
35486.714,121,37.4,15.91,5.3,160
35486.746,914,43.2,-0.06,-2.4,160
35486.767,92,43.84,2.42,-1.2,160
35486.767,424,43.14,1.67,1.2,160
35486.788,530,46.38,0.35,-1.2,160
35486.788,160,45.66,2.01,4.8,160
35486.788,1129,46.39,2.2,2.4,160
35486.819,2561,48.53,10.7,3.6,160
35486.851,486,53.58,0.72,-2.4,160
35486.851,122,53.32,4.48,1.2,160
35486.871,504,55.87,1.86,4.8,160
35486.892,520,60.06,2.05,-1.2,160
35488.633,1322,269.59,5.2,-2.4,161
35488.654,1021,272.82,5.04,1.2,161
35488.665,1695,272.12,9.69,4.8,161
35488.759,1049,284.73,6.55,2.4,161
35488.78,809,287.25,5.3,1.2,161
35488.78,184,287.27,7.51,2.4,161
35488.801,1061,290.16,4.72,-1.2,161
35488.812,112,290.08,8.74,6,161
35488.822,1072,293.02,4.63,1.2,161
35488.832,701,293.66,12.05,5.3,161
35488.863,685,297.73,0.18,-2.4,161
35488.884,1561,300.55,2.92,-1.2,161
35488.884,1592,300.56,3.38,-1.2,161
35488.905,1614,302.61,3.9,-1.2,161
35488.947,250,307.41,0.09,-1.2,161
35488.979,134,311.33,24.64,3.5,161
35488.989,604,312.75,3.31,3.6,161
35489.01,1221,314.84,1.51,1.2,161
35489.031,1738,318.89,3.3,1.2,161
35489.052,999,320.22,6.29,4.8,161
35489.073,1143,323.04,1.91,-2.4,161
35489.073,249,322.34,4.43,3.6,161
35489.116,1679,327.38,2.54,1.2,161
35489.116,3346,327.68,2.85,8.4,161
35489.116,2035,327.38,3.32,1.2,161
35489.136,883,329.88,0.53,1.2,161
35489.136,1820,330.58,3.35,-1.2,161
35489.136,1203,330.26,1.63,1.2,161
35489.157,1373,332.41,6.66,6,161
35489.178,1442,335.32,1.38,1.2,161
35489.178,1491,335.94,2.11,-2.4,161
35489.178,2234,334.97,4.39,7.2,161
35489.178,2954,335.77,4.09,6,161
35489.199,1455,337.51,1.43,7.2,161
35489.199,3036,337.52,2.77,6,161
35489.199,3465,337.85,3.45,8.4,161
35489.21,307,339.39,18.14,7,161
35489.221,1483,340.76,0.82,2.4,161
35489.221,4483,340.38,3.53,8.4,161
35489.221,1596,340.47,6.25,6,161
35489.221,1550,340.44,5.69,3.6,161
35489.221,659,340.46,6.86,4.8,161
35489.241,4699,342.97,1.94,8.4,161
35489.241,2082,343.32,6.09,7.2,161
35489.241,1159,342.98,5.76,6,161
35489.262,2913,345.83,1.22,-1.2,161
35489.262,4673,345.83,1.61,-1.2,161
35489.273,1406,346.49,10.61,8.8,161
35489.273,303,346.74,17.56,3.5,161
35489.283,1533,348.34,-0.55,1.2,161
35489.283,4689,348.05,1.01,2.4,161
35489.283,2256,348.01,5.81,9.6,161
35489.293,101,349.52,24.72,3.5,161
35489.304,3815,350.88,0.81,1.2,161
35489.304,2284,350.19,5.09,9.6,161
35489.315,1272,351.82,18.12,8.8,161
35489.325,3743,352.67,0.25,2.4,161
35489.325,1852,353.05,-0.61,2.4,161
35489.325,2913,353.39,3.58,-8.4,161
35489.325,1119,353.04,6.24,4.8,161
35489.335,284,354.07,21.11,5.3,161
35489.345,3733,355.2,-0.63,-1.2,161
35489.345,1214,355.21,3.26,4.8,161
35489.367,4433,357.72,-0.23,-1.2,161
35489.367,4799,357.72,-0.24,1.2,161
35489.388,2211,2.41,2.73,-1.2,161
35489.388,2272,0.62,2.52,-1.2,161
35489.388,972,0.56,3.28,4.8,161
35489.42,2053,2.8,8,8.4,161
35489.42,611,4.43,21.19,5.3,161
35489.42,2419,3.5,8,9.6,161
35489.42,978,4.67,25.63,7,161
35489.43,314,6.02,1.49,-1.2,161
35489.43,2312,5.33,4.93,-2.4,161
35489.441,1413,5.62,8.36,7.2,161
35489.451,1234,8.55,0.2,-2.4,161
35489.451,3926,8.21,5.06,10.8,161
35489.472,4304,11.86,2.96,-1.2,161
35489.483,2378,10.41,9.83,7.2,161
35489.483,102,12.24,13.27,1.7,161
35489.513,2131,16.17,3.96,-1.2,161
35489.513,3116,16.18,5.45,3.6,161
35489.513,1422,15.46,4.87,4.8,161
35489.525,1073,17.33,25.8,8.8,161
35489.525,1422,15.47,9.99,4.8,161
35489.534,2405,18.28,3.77,-2.4,161
35489.534,4146,18,5.68,8.4,161
35489.545,2340,18.01,9.37,6,161
35489.556,4221,21.23,2.82,6,161
35489.576,2093,23.44,1.35,1.2,161
35489.576,1990,23.05,1.68,1.2,161
35489.608,164,25.95,8.36,6,161
35489.618,274,28.08,1.07,-1.2,161
35489.618,2100,28.39,4.16,9.6,161
35489.639,3002,30.88,2.43,2.4,161
35489.661,3461,33.16,3.64,2.4,161
35489.681,3103,36.37,2.75,-1.2,161
35489.692,1542,36.02,9.19,2.4,161
35489.714,2141,38.57,11.19,6,161
35489.745,103,43.27,-0.02,-1.2,161
35489.745,1373,43.3,6.74,3.6,161
35489.766,140,46.2,-0.58,-1.2,161
35489.766,1689,45.81,0.36,1.2,161
35489.807,511,50.91,0.71,2.4,161
35489.807,541,50.92,1.66,-2.4,161
35489.849,499,56,1.2,-1.2,161
35489.849,192,56.72,-0.27,-1.2,161
35489.86,1299,57.72,13.29,3.5,161
35489.86,331,57.9,24.84,3.5,161
35489.86,134,56.04,9.33,-1.2,161
35489.881,1744,58.58,8.25,2.4,161
35489.881,101,60.22,21.64,1.7,161
35489.933,465,66.57,3.16,1.2,161
35489.944,102,68.08,10.57,-3.5,161
35489.944,2010,67.59,12.38,1.7,161
35491.611,1032,269.7,4.99,1.2,162
35491.621,961,269.71,6.88,2.4,162
35491.643,1735,273.59,11.54,3.5,162
35491.685,194,278.96,29.89,5.3,162
35491.736,812,285.6,5.8,-2.4,162
35491.747,163,285.6,9.52,-7.2,162
35491.789,221,291.59,23.88,5.3,162
35491.862,1551,300.73,2.58,-2.4,162
35491.862,1604,300.03,3.37,2.4,162
35491.873,760,301.68,19.29,3.5,162
35491.873,145,301.9,23.57,1.7,162
35491.904,1145,305.76,1.21,-2.4,162
35491.925,139,308,6.24,3.6,162
35491.967,970,314.88,0.35,2.4,162
35491.978,123,312.58,7.15,7.2,162
35492.031,1753,320.67,2.25,2.4,162
35492.031,1213,319.99,1.07,-7.2,162
35492.041,143,321.61,27.35,3.5,162
35492.052,2732,323.18,2.38,4.8,162
35492.093,3373,327.51,2.96,7.2,162
35492.093,1625,328.24,5.68,6,162
35492.115,1822,330.74,3.11,1.2,162
35492.115,1835,333.19,5.18,7.2,162
35492.135,1490,332.96,3.09,-2.4,162
35492.135,2220,333.3,5.42,7.2,162
35492.135,1689,332.58,6.36,4.8,162
35492.178,1495,338.38,1.44,-2.4,162
35492.178,1294,338.39,7.95,7.2,162
35492.188,203,339.33,21.72,3.5,162
35492.198,2735,340.56,5,8.4,162
35492.209,1545,340.96,8.49,6,162
35492.209,260,341.6,17.8,5.3,162
35492.219,451,342.74,-0.98,1.2,162
35492.219,1021,342.97,-0.18,2.4,162
35492.219,4723,343.14,2.06,8.4,162
35492.219,1177,343.05,5.41,6,162
35492.23,1272,342.78,8.8,7.2,162
35492.24,4674,345.99,-0.03,-1.2,162
35492.24,2309,346.02,5.58,8.4,162
35492.24,1950,345.66,5.01,8.4,162
35492.25,349,347.16,20.82,5.3,162
35492.261,3526,347.82,0.85,1.2,162
35492.261,2889,351.87,3.74,-8.4,162
35492.271,299,349.32,20.34,5.3,162
35492.283,3814,351.06,0.71,1.2,162
35492.293,1695,352.21,14.52,10.6,162
35492.302,1851,353.58,-0.26,2.4,162
35492.302,110,352,38.53,3.5,162
35492.314,102,354.73,12.37,1.7,162
35492.324,4014,355.39,-0.43,-1.2,162
35492.324,3507,355.41,2.35,8.4,162
35492.324,103,356.11,0.84,-3.6,162
35492.335,1213,355.7,9.95,6,162
35492.345,4415,357.91,-0.55,1.2,162
35492.345,4776,357.91,1.37,6,162
35492.345,1270,357.93,0.6,1.2,162
35492.356,280,359.32,24.68,5.3,162
35492.366,345,0.44,-1,1.2,162
35492.377,1902,2.05,14.35,8.8,162
35492.387,613,2.98,2.78,3.6,162
35492.387,1427,2.99,7.03,6,162
35492.398,1000,4.38,24.87,7,162
35492.419,94,7.39,23.92,1.7,162
35492.419,152,6.89,23.73,1.7,162
35492.429,3334,8.5,6.33,8.4,162
35492.429,3958,8.38,5.55,9.6,162
35492.429,629,8.77,5.75,4.8,162
35492.44,1541,9.91,12.74,7,162
35492.44,933,9.66,11.74,5.3,162
35492.449,3248,10.59,6.15,8.4,162
35492.46,174,11.98,27.49,1.7,162
35492.481,2418,14.96,11.35,10.6,162
35492.491,4308,15.63,2.95,1.2,162
35492.491,2681,15.64,6.41,9.6,162
35492.502,1100,17.03,24.88,8.8,162
35492.523,2847,18.19,8.48,9.6,162
35492.523,2755,18.54,6.93,-2.4,162
35492.523,1000,19.55,16.93,7,162
35492.533,2115,20.68,2.97,-2.4,162
35492.533,1200,20.71,5.4,6,162
35492.554,2093,23.57,2.09,-2.4,162
35492.554,3276,23.95,3.64,-1.2,162
35492.596,3331,28.29,3.45,1.2,162
35492.618,581,37.25,1.31,1.2,162
35492.66,3405,35.88,4.39,-1.2,162
35492.681,1265,39.13,5.17,3.6,162
35492.681,123,38.42,5.44,-4.8,162
35492.702,2600,41.29,2.94,-1.2,162
35492.702,2383,40.95,0.74,1.2,162
35492.702,1334,40.96,5.55,3.6,162
35492.722,141,43.49,0.02,-1.2,162
35492.743,1053,46.77,1.06,-1.2,162
35492.764,533,48.58,0.69,-1.2,162
35492.764,120,49.02,5.38,-3.6,162
35492.827,521,56.22,1.95,2.4,162
35492.827,193,56.51,-0.21,-2.4,162
35492.827,2133,56.95,2.53,-1.2,162
35492.869,1021,62.02,2.31,-1.2,162
35494.609,966,273.07,4.29,-1.2,163
35494.62,1748,274.22,11.76,3.5,163
35494.704,133,284.32,18.84,8.8,163
35494.704,1043,282.85,6.87,1.2,163
35494.715,813,285.7,4.87,-1.2,163
35494.725,142,285.4,9.43,-8.4,163
35494.725,2069,286.84,12.5,1.7,163
35494.735,1021,288.22,5.05,1.2,163
35494.735,784,288.22,4.42,-1.2,163
35494.735,808,287.52,6.65,2.4,163
35494.756,1013,290.73,3.26,1.2,163
35494.778,299,293.27,1.33,1.2,163
35494.809,153,296.47,21.57,3.5,163
35494.84,1088,300.12,2.52,-1.2,163
35494.852,112,301.51,11.45,7,163
35494.862,1606,303.38,3.7,2.4,163
35494.883,1139,305.17,0.83,1.2,163
35494.945,153,313.22,4.71,3.6,163
35494.967,1211,315.77,1.17,1.2,163
35494.967,1781,315.54,3.42,-2.4,163
35494.967,1253,315.78,2.15,-1.2,163
35494.987,974,317.97,0.27,2.4,163
35494.987,1761,318.3,2.77,-2.4,163
35495.051,855,325.82,-0.01,-1.2,163
35495.051,1683,325.56,2.85,2.4,163
35495.071,1213,330.6,2.5,-1.2,163
35495.071,2041,327.64,2.7,1.2,163
35495.092,1785,330.88,3.3,-1.2,163
35495.092,1870,330.6,5.62,6,163
35495.114,1452,336.92,1.48,-1.2,163
35495.114,1481,332.7,2.91,-1.2,163
35495.124,491,333.03,8.48,6,163
35495.134,180,335.21,-0.58,-1.2,163
35495.134,1483,335.26,2.27,1.2,163
35495.134,2270,335.22,3.57,7.2,163
35495.145,113,336.64,22.36,-1.7,163
35495.156,1453,337.78,1.74,1.2,163
35495.177,3230,340.61,2.72,8.4,163
35495.177,2229,340.78,4.26,7.2,163
35495.177,1579,340.36,5.11,4.8,163
35495.187,258,341.73,18.15,5.3,163
35495.187,1570,340.36,8.38,7.2,163
35495.208,364,344.54,20.14,5.3,163
35495.219,4673,346.12,0.1,-1.2,163
35495.219,2333,345.78,5.24,8.4,163
35495.24,3792,348.65,0.65,-1.2,163
35495.24,3842,348.66,0.58,1.2,163
35495.24,4665,348.41,0.91,2.4,163
35495.271,94,352.35,21.18,1.7,163
35495.271,153,352.18,21.44,3.5,163
35495.281,155,352.99,-1.1,2.4,163
35495.281,2867,353.37,3.89,-7.2,163
35495.281,1326,353.73,5.76,6,163
35495.292,264,354.87,11.13,3.5,163
35495.312,298,356.91,22.37,5.3,163
35495.322,2153,358.42,0.09,1.2,163
35495.322,4654,358.37,3.32,10.8,163
35495.343,101,0.57,-1.26,1.2,163
35495.343,3055,0.97,5.44,7.2,163
35495.343,1645,0.6,6.29,7.2,163
35495.354,1931,1.95,14.25,8.8,163
35495.365,2223,3.12,3.21,2.4,163
35495.365,2270,5.44,4.63,-1.2,163
35495.376,604,4.72,13.01,5.3,163
35495.376,183,4.99,26.12,3.5,163
35495.386,314,6.11,-0.24,-2.4,163
35495.406,3359,8.2,6.12,7.2,163
35495.417,1562,10.06,12.46,7,163
35495.427,366,10.72,-0.96,-2.4,163
35495.438,748,11.48,7.52,6,163
35495.449,2429,13.65,4.84,7.2,163
35495.449,1769,13.28,5.46,6,163
35495.46,2450,14.91,10.87,12.3,163
35495.46,1124,15.15,23.99,8.8,163
35495.469,4313,15.81,2.88,1.2,163
35495.469,831,16.05,4.11,3.6,163
35495.48,2614,16.17,7.55,7.2,163
35495.48,589,17.67,11.06,3.5,163
35495.48,2321,16.24,10.03,9.6,163
35495.532,103,23.39,-0.72,1.2,163
35495.532,2406,24.13,6.45,7.2,163
35495.543,120,25.29,29.39,1.7,163
35495.543,3116,23.43,7.97,8.4,163
35495.553,2613,27.61,5.24,4.8,163
35495.565,1270,27.31,13.28,5.3,163
35495.575,2994,28.47,2.37,-1.2,163
35495.595,3365,30.99,2.83,-1.2,163
35495.595,2265,31.4,6.75,3.6,163
35495.628,304,35.01,18.34,1.7,163
35495.658,594,39.28,1.28,2.4,163
35495.669,121,40.21,21.72,5.3,163
35495.701,914,44.09,0,-2.4,163
35495.701,1694,43.65,2.14,2.4,163
35495.742,93,48.74,-0.85,1.2,163
35495.742,504,49.1,0.56,-2.4,163
35495.742,523,49.48,0.76,1.2,163
35495.763,514,52.02,1.2,7.2,163
35495.774,113,52.69,16.98,1.7,163
35495.805,191,57.28,-0.29,-1.2,163
35495.805,2139,56.39,2.38,-2.4,163
35495.847,521,62.23,1.87,2.4,163
35495.868,1005,64.77,2.1,-1.2,163
35497.587,1031,273.19,5.25,-1.2,164
35497.599,223,274.33,25.66,5.3,164
35497.65,789,280.05,4.39,-1.2,164
35497.693,758,285.81,4.21,1.2,164
35497.693,812,285.45,5.2,-2.4,164
35497.693,1057,285.82,6.25,1.2,164
35497.714,1002,292.26,2.69,-1.2,164
35497.724,164,289.36,20.24,3.5,164
35497.745,164,291.74,14.45,10.6,164
35497.788,244,297.07,21.4,5.3,164
35497.83,120,301.91,29.76,3.5,164
35497.839,1596,302.79,3.86,1.2,164
35497.861,1610,306.66,1.72,-2.4,164
35497.861,2436,306.04,4.61,7.2,164
35497.871,209,306.7,29.7,3.5,164
35497.893,163,309.7,23.79,3.5,164
35497.902,1910,310.36,2.57,4.8,164
35497.923,1221,313.42,1.47,2.4,164
35497.923,1743,313.45,2.99,-1.2,164
35497.945,1253,315.2,2.61,1.2,164
35497.945,1724,315.92,2.45,-1.2,164
35497.945,1790,315.93,4.19,-1.2,164
35497.986,1821,320.27,4.15,1.2,164
35497.997,150,321.63,29.34,1.7,164
35498.008,1891,322.77,2.26,1.2,164
35498.008,3314,323.07,3.57,7.2,164
35498.05,3450,328.48,2.75,8.4,164
35498.07,1887,331,5.61,7.2,164
35498.081,2385,330.68,7.4,9.6,164
35498.091,2261,333.19,4.75,7.2,164
35498.102,100,332.83,9.1,3.6,164
35498.123,122,337.25,30.41,5.3,164
35498.133,190,338.62,-1.24,-1.2,164
35498.133,1443,338.62,1.51,2.4,164
35498.133,2473,338.28,3.25,6,164
35498.133,692,337.91,2.57,4.8,164
35498.133,1654,338.65,5.89,6,164
35498.154,1443,341.17,0.47,-1.2,164
35498.154,2550,340.78,5.18,7.2,164
35498.165,123,341.87,27.08,3.5,164
35498.176,4776,343.01,2.14,8.4,164
35498.196,451,345.55,-0.06,1.2,164
35498.196,2354,345.58,5,7.2,164
35498.217,4675,348.09,0.53,-1.2,164
35498.217,3402,348.57,0.53,-2.4,164
35498.238,2885,350.63,0.36,1.2,164
35498.238,982,350.63,0.83,3.6,164
35498.249,279,352.01,10.68,3.5,164
35498.249,1390,352.5,15.93,7,164
35498.259,121,353.61,-0.85,-2.4,164
35498.259,1011,353.86,0.55,3.6,164
35498.259,2844,353.18,3.71,-7.2,164
35498.259,1349,353.18,5.63,6,164
35498.27,241,354.56,23.9,3.5,164
35498.27,1240,353.19,9.55,4.8,164
35498.28,4011,355.69,-0.48,-1.2,164
35498.28,3202,356.04,1.37,7.2,164
35498.29,264,357.08,27.99,5.3,164
35498.301,2233,358.5,1.32,-2.4,164
35498.301,4343,358.21,0.31,8.4,164
35498.301,3114,358.22,3.13,6,164
35498.301,1505,358.24,4.86,6,164
35498.301,1635,358.95,5.05,8.4,164
35498.313,111,358.96,10.68,-2.4,164
35498.322,2271,0.74,2.24,2.4,164
35498.322,3076,0.76,5.65,7.2,164
35498.333,1965,2.33,14.06,10.6,164
35498.333,2132,1.11,7.44,9.6,164
35498.343,2270,3.27,4.77,1.2,164
35498.343,2203,3.98,3.29,2.4,164
35498.343,2220,3.27,4.08,-2.4,164
35498.343,3445,3.28,5.64,9.6,164
35498.343,1381,4,4.2,6,164
35498.364,2282,6.13,5.02,-1.2,164
35498.395,1586,9.69,11.73,8.8,164
35498.416,1373,10.86,7.87,4.8,164
35498.427,3945,13.38,4.36,7.2,164
35498.448,1351,16.61,2.5,3.6,164
35498.448,2444,16.62,3.7,1.2,164
35498.459,894,17.27,13.03,5.3,164
35498.459,806,17.29,29.68,8.8,164
35498.469,2404,18.43,3.66,1.2,164
35498.489,521,21.68,0.66,-2.4,164
35498.5,123,22.36,30.04,1.7,164
35498.511,1993,23.49,1.77,-1.2,164
35498.511,153,22.37,35.98,3.5,164
35498.511,4749,23.52,5.51,8.4,164
35498.521,1289,25.37,12.75,5.3,164
35498.532,2605,26.06,5.71,4.8,164
35498.552,2627,28.96,5.25,6,164
35498.563,318,30.34,18.9,1.7,164
35498.574,3392,31.46,3.26,1.2,164
35498.606,2733,34.4,8.89,4.8,164
35498.616,522,36.21,2.13,-1.2,164
35498.636,2383,39.47,1.24,-1.2,164
35498.658,2383,41.29,0.91,1.2,164
35498.699,1691,46.36,0.81,1.2,164
35498.721,503,48.91,0.38,-2.4,164
35498.721,112,48.91,0.28,2.4,164
35498.721,513,55.9,1.52,1.2,164
35498.741,2049,51.82,6.5,2.4,164
35498.752,94,52.84,12.92,-1.7,164
35498.762,1529,54.01,6.23,1.2,164
35498.783,193,57.24,-0.08,-1.2,164
35498.825,254,61.62,-0.51,-2.4,164
35498.825,522,61.62,1.89,1.2,164
35498.867,124,66.72,3.06,6,164
35498.867,122,67.46,1.49,6,164
35500.535,132,268.96,26.04,1.7,165
35500.545,1303,270.11,5.14,-2.4,165
35500.578,969,274,11.4,3.5,165
35500.586,1010,275.55,4.87,1.2,165
35500.608,923,277.92,5.6,2.4,165
35500.618,112,279.06,12.67,-7,165
35500.629,782,280.92,4.47,-2.4,165
35500.64,102,281.58,11.49,1.7,165
35500.661,174,284.12,18.23,5.3,165
35500.67,1039,286,6.12,1.2,165
35500.682,132,287.12,12.57,1.7,165
35500.691,1019,288.5,4.18,-1.2,165
35500.712,788,290.32,3.28,2.4,165
35500.724,124,291.98,27.98,3.5,165
35500.734,299,292.84,1.59,1.2,165
35500.734,1080,293.27,4.66,2.4,165
35500.796,1084,301.12,1.77,-2.4,165
35500.818,1542,302.93,3.3,3.6,165
35500.818,1623,302.96,3.88,-1.2,165
35500.829,883,303.67,8.52,6,165
35500.838,1633,305.77,1.81,-2.4,165
35500.88,1368,310.52,5.64,6,165
35500.891,892,312.11,10.65,3.5,165
35500.891,614,312.33,12.91,5.3,165
35500.891,113,312.34,20.25,1.7,165
35500.891,158,312.34,25.95,5.3,165
35500.901,1741,313.56,2.33,-1.2,165
35500.912,750,313.26,7.74,2.4,165
35500.922,984,316.04,0.67,1.2,165
35500.933,1200,317.2,12.8,5.3,165
35500.986,2755,323.31,5.45,8.4,165
35501.007,1132,325.75,1.75,2.4,165
35501.017,102,325.42,8.7,3.6,165
35501.027,1190,327.91,1.91,-1.2,165
35501.027,3463,327.92,3.12,7.2,165
35501.049,1820,332.63,3.25,-1.2,165
35501.049,1912,330.43,5.3,7.2,165
35501.08,134,336.36,24.07,5.3,165
35501.091,1299,335.5,5.02,6,165
35501.111,3008,338.37,3.34,7.2,165
35501.111,1676,338.04,5.76,7.2,165
35501.122,830,339.43,25.89,8.8,165
35501.133,1431,340.56,0.85,2.4,165
35501.133,1223,341.3,4.83,4.8,165
35501.153,2737,343.13,5.73,10.8,165
35501.174,4689,346.36,0.6,-1.2,165
35501.174,2381,345.66,4.69,7.2,165
35501.185,1356,347.03,17.38,7,165
35501.195,2821,352.37,3.77,-8.4,165
35501.206,324,349.58,20.92,5.3,165
35501.206,252,350.06,22.7,5.3,165
35501.206,291,348.92,9.36,3.6,165
35501.216,3792,351.03,0.37,1.2,165
35501.227,283,352.42,26.68,5.3,165
35501.237,153,353.95,-0.24,2.4,165
35501.237,2701,353.24,3.53,10.8,165
35501.248,1255,353.27,8.71,4.8,165
35501.258,3536,356.21,2.34,6,165
35501.258,3000,355.78,3.08,9.6,165
35501.258,3800,356.21,5.18,9.6,165
35501.269,133,357.16,30.34,3.5,165
35501.28,3976,359.02,3.42,9.6,165
35501.28,2519,359.03,5.07,8.4,165
35501.3,322,1.53,-0.36,-1.2,165
35501.3,2242,0.83,1.25,-2.4,165
35501.3,4256,1.17,3.88,10.8,165
35501.31,2530,1.57,7.85,8.4,165
35501.321,329,3.35,-0.24,1.2,165
35501.321,1501,3.82,5.44,7.2,165
35501.331,2591,4.73,11.02,10.6,165
35501.342,2303,6.27,4.43,-1.2,165
35501.353,1610,7.57,11.25,7,165
35501.353,130,7.28,25.81,3.5,165
35501.374,2462,8.45,9.3,8.4,165
35501.374,191,9.82,30.17,3.5,165
35501.394,1176,12.81,23.02,8.8,165
35501.394,144,11.68,8.27,2.4,165
35501.405,4339,13.47,3.14,-1.2,165
35501.416,2665,14.21,7.62,8.4,165
35501.436,2433,16.02,8.59,8.4,165
35501.447,2874,18.91,7.38,7.2,165
35501.458,1252,18.55,9.67,2.4,165
35501.467,2093,21.06,3.9,1.2,165
35501.489,2093,23.59,1.69,-2.4,165
35501.489,2445,23.61,6.17,7.2,165
35501.499,1305,24.97,12.92,7,165
35501.509,3354,26.14,4.14,-2.4,165
35501.52,324,27.51,18.18,3.5,165
35501.543,2619,29.01,8.72,6,165
35501.551,543,31.19,1.69,1.2,165
35501.551,2379,31.93,5.3,3.6,165
35501.584,856,35.13,24.63,5.3,165
35501.615,1628,39.05,1.95,3.6,165
35501.636,1690,42.07,0.33,-1.2,165
35501.636,1525,41.38,5.94,2.4,165
35501.657,94,44.27,2.2,-1.2,165
35501.657,422,44.43,0.49,2.4,165
35501.678,91,46.83,-0.2,-1.2,165
35501.678,971,46.92,0.48,-2.4,165
35501.699,506,49.73,0.41,-1.2,165
35501.719,139,52.28,1.4,6,165
35501.719,2556,51.56,3.93,1.2,165
35501.74,490,54.1,0.67,-1.2,165
35501.762,194,58.33,0.07,-1.2,165
35501.782,520,59.5,2.34,-2.4,165
35501.803,1340,62.47,-0.28,-1.2,165
35501.824,252,64.69,-1,2.4,165
35501.824,2215,64.32,5.13,1.2,165
35501.845,464,67.09,3.38,-2.4,165
35503.544,981,273.54,4.64,2.4,166
35503.555,1363,274.2,11.86,3.5,166
35503.555,139,274.7,25.69,3.5,166
35503.619,1023,280.44,7.5,2.4,166
35503.619,141,282.03,13.32,3.5,166
35503.639,138,284.33,26.35,3.5,166
35503.649,802,286.18,5.11,-1.2,166
35503.67,811,288.01,5.42,1.2,166
35503.723,113,293.07,10.87,2.4,166
35503.732,970,296.26,2.36,1.2,166
35503.775,1081,300.59,2.04,1.2,166
35503.775,1572,300.59,2.96,1.2,166
35503.775,1602,301.31,3.68,2.4,166
35503.816,1594,305.64,1.2,1.2,166
35503.838,734,308.16,3.33,2.4,166
35503.858,1239,311.34,1.07,-1.2,166
35503.869,906,312.47,10.8,5.3,166
35503.901,1214,315.51,0.85,2.4,166
35503.942,1793,320.57,3.81,2.4,166
35503.964,1893,323.07,2.28,1.2,166
35503.984,1659,326.92,2.78,3.6,166
35503.984,194,326.27,0.41,1.2,166
35503.984,1355,325.57,5.74,3.6,166
35504.005,1232,330.41,2.32,1.2,166
35504.005,3124,328.1,4.38,7.2,166
35504.026,1192,330.59,1.89,-1.2,166
35504.026,1813,331.33,3.17,-1.2,166
35504.026,2484,330.62,5.7,8.4,166
35504.037,150,331.99,21.88,5.3,166
35504.047,3062,333.85,4.62,7.2,166
35504.047,1429,333.5,5.92,7.2,166
35504.057,651,334.75,16.21,7,166
35504.069,1440,336.02,1.86,1.2,166
35504.069,1376,336.43,6.72,6,166
35504.089,1490,338.95,1.53,-2.4,166
35504.089,684,338.55,1.38,4.8,166
35504.111,1480,340.78,1.31,1.2,166
35504.111,2289,341.51,3.64,6,166
35504.152,2372,346.22,5.49,7.2,166
35504.173,2915,348.74,0.95,1.2,166
35504.173,2863,348.63,0.26,-2.4,166
35504.173,2123,352.52,1.69,4.8,166
35504.173,2799,352.55,3.9,-7.2,166
35504.184,140,350.1,27.59,3.5,166
35504.184,305,349.76,24.93,5.3,166
35504.194,4610,351.23,2.14,7.2,166
35504.194,1054,350.9,1.98,2.4,166
35504.204,269,352.27,12.6,5.3,166
35504.226,1265,353.44,9.14,4.8,166
35504.235,2022,356.28,0.14,-1.2,166
35504.235,102,356.27,-1.32,-1.2,166
